,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
982,False,/xQyGkQ8ICa4lgifGr3oZjkm3AJ2.jpg,['Drama'],804095,en,The Fabelmans,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",36.148,/h7llKkqkkJtJrTOaDLuVeUYDQ7I.jpg,2022-11-11,The Fabelmans,False,7.608,2367
983,False,/aWNknDl5kGZTgjqfeIKxdZaKGmm.jpg,"['Comedy', 'Drama']",348678,sv,En man som heter Ove,"Despite being deposed as president of his condominium association, grumpy 59-year-old Ove continues to watch over his neighbourhood with an iron fist. When pregnant Parvaneh and her family move into the terraced house opposite Ove and she accidentally back into Ove’s mailbox, it sets off a series of unexpected changes in his life.",22.022,/a41uvFqze4PI7N3E9jPNwN9ypV.jpg,2015-12-25,A Man Called Ove,False,7.608,1159
984,False,/hNCqkXbWd40eftqSdjq8TmV7Mqr.jpg,"['Drama', 'Science Fiction', 'Mystery']",329865,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",76.841,/6DBf1xODKqkqQMq1DvXWMb0fxR8.jpg,2016-11-10,Arrival,False,7.6,17896
985,False,/erHwsN4OrN8FReP24Pv315vzArD.jpg,"['Comedy', 'Romance']",25768,en,"Steamboat Bill, Jr.","The just-out-of-college, effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was a child.",16.513,/zygJMsmXxeyDc1N67OCZc8xtq4I.jpg,1928-05-09,"Steamboat Bill, Jr.",False,7.6,338
986,False,/cRQq2VXKP9Vt9NHLXoHailKVhrW.jpg,"['Drama', 'Crime']",20992,ru,Брат,"Danila goes to his successful brother, Victor, in Petersburg to start a new life. Unknown to Danila, Victor is a contract killer, but is in hiding after asking for too much money to assassinate a Chechen mob boss. To avoid exposure, Victor convinces Danila to kill the boss instead.",12.183,/dxeVQdd227B367xQxvabkYTfz0b.jpg,1997-12-12,Brother,False,7.6,400
987,False,/z8zZouMO4vvRNVAwexgMbaIgxYe.jpg,"['Action', 'Crime', 'Drama', 'Thriller']",10835,cn,喋血雙雄,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",26.842,/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg,1989-03-24,The Killer,False,7.6,796
988,False,/d5HjGve67GkNC9lWpzZVKSotLlT.jpg,"['Drama', 'Mystery']",1939,en,Laura,A police detective falls in love with the woman whose murder he's investigating.,17.368,/j0zEiFFrdbZnMXqD3piOtZBJeNB.jpg,1944-10-11,Laura,False,7.6,808
989,False,/8FlMYh5SRnAt8TBvryN2ttCYEfT.jpg,"['Action', 'Crime', 'Thriller']",180299,id,The Raid 2: Berandal,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",28.051,/mlGuKlIDLdPhYjz1QBXi0FmyYik.jpg,2014-03-27,The Raid 2,False,7.6,2351
990,False,/ktzhr2m6y98PtwOdfOtTA0X232m.jpg,"['Animation', 'Science Fiction', 'Action', 'Drama']",15137,ja,ヱヴァンゲリヲン新劇場版：序,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji’s objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX’s famous 1996 anime series. The film was retitled “Evangelion: 1.01” for its DVD release and “Evangelion: 1.11” for a release with additional scenes.",25.998,/pETU4GurpeEjBOM8oytMH0yNBHx.jpg,2007-09-01,Evangelion: 1.0 You Are (Not) Alone,False,7.6,965
991,False,/wQtOi6joqqjSaFKikVxrq5l21b5.jpg,"['Comedy', 'Drama', 'Romance']",343,en,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,17.248,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,1971-12-20,Harold and Maude,False,7.6,1098
992,False,/otWEKC6CMnJ01BwOX8UbZ9XK4QY.jpg,"['Drama', 'Western']",1712,en,Giant,"Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations.",21.119,/oQ1Arue52pFLSvvwfcNTy16hTCG.jpg,1956-11-08,Giant,False,7.606,697
993,False,/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg,"['Western', 'Adventure']",642,en,Butch Cassidy and the Sundance Kid,"As the west rapidly becomes civilized, a pair of outlaws in 1890s Wyoming find themselves pursued by a posse and decide to flee to South America in hopes of evading the law.",31.814,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,1969-09-23,Butch Cassidy and the Sundance Kid,False,7.6,2214
994,False,/or90vNrOVnYwi07fYYpQ3pbnjxP.jpg,"['Drama', 'Thriller']",702,en,A Streetcar Named Desire,"As Blanche’s fragile world crumbles, she turns to her sister Stella for solace – but her downward spiral brings her face to face with the brutal, unforgiving Stanley Kowalski.",20.869,/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg,1951-09-19,A Streetcar Named Desire,False,7.6,1364
995,False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,"['Animation', 'Family', 'Adventure']",38757,en,Tangled,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",115.654,/ym7Kst6a4uodryxqbGOxmewF235.jpg,2010-11-24,Tangled,False,7.604,11579
996,False,/dssCw0mUmD4EriUmkwB3PnsGu4q.jpg,"['Animation', 'Action', 'Fantasy']",841755,en,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",36.698,/ablrE8IbWcIrAxMmm4gnPn75AMS.jpg,2021-08-30,Mortal Kombat Legends: Battle of the Realms,False,7.603,438
997,False,/iWAijx2874J0QgNVXwqW24IMRai.jpg,"['Crime', 'Drama']",3309,en,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,14.865,/iSXi0xvPUPwEI2xxWZrcKJXpUYc.jpg,1945-10-20,Mildred Pierce,False,7.603,399
998,False,/7IR7h9QELqzXR9QyFXMM22q39cB.jpg,"['Action', 'Adventure', 'Drama', 'Fantasy']",221731,ja,るろうに剣心 京都大火編,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.",23.209,/gI2xYpJPQOsmFblvowkW2IgEHkC.jpg,2014-08-01,Rurouni Kenshin Part II: Kyoto Inferno,False,7.6,578
999,False,/aTKvtg7KEXnbAPhQ2pF9KXO4oKM.jpg,"['Crime', 'Drama', 'Thriller']",1093,fr,Ascenseur pour l'échafaud,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",21.889,/gR4KR6QJxNQ4l86ryo71gJNScXK.jpg,1958-01-29,Elevator to the Gallows,False,7.602,608
1000,False,/1LHk2RfqNm4EiyxKu4Btw8IS4cn.jpg,"['Drama', 'Thriller', 'History']",820,en,JFK,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,29.857,/r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg,1991-12-20,JFK,False,7.602,2129
1001,False,/w2rWEjAMYErpNfoK2Z0GFh1LFhN.jpg,"['Crime', 'Drama', 'Thriller']",819,en,Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,28.869,/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg,1996-10-18,Sleepers,False,7.602,3558
1002,False,/8D0tbahTduvTkSo1Aqn3dVVg9mk.jpg,['Western'],576,en,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",20.041,/8j9yEC3xjy1PJDSizIbaxcHaSph.jpg,1969-06-19,The Wild Bunch,False,7.601,1199
1003,False,/kfGUVDM03SGHIV1e3oS7R68j8Ek.jpg,"['Animation', 'Drama', 'Music', 'Romance']",364111,ja,心が叫びたがってるんだ。,"A young girl had her voice magically taken away so that she would never hurt people with it, but her outlook changes when she encounters music and friendship. Will Naruse be able to convey the anthem of her heart?",15.505,/7bJHM6t6j3YLjDNTwe4hyghKqSr.jpg,2015-09-19,The Anthem of the Heart,False,7.6,395
1004,False,/1IWaKG7AWiYMhADxhGtnElDJAGI.jpg,"['Science Fiction', 'Thriller', 'Mystery']",63,en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",46.961,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,1995-12-29,Twelve Monkeys,False,7.6,8412
1005,False,/zUARkXDmYN2zOlzTFG8g4k7037p.jpg,"['Action', 'Animation', 'History']",13980,ja,ストレンヂア -無皇刃譚-,"Pursued by formidable Chinese assassins, young Kotaro and his dog run into No Name, a mysterious stranger who gets pulled into the chase. The unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find Kotaro, and No Name must face his past before a horrible fate is met again.",20.501,/lMsUYZq5ITW3rAqF3tB7v74KEnH.jpg,2007-09-29,Sword of the Stranger,False,7.599,409
1006,False,/sUQgwo4oCgNVbpIq7ZtIUhF5hOe.jpg,"['Music', 'Drama', 'Romance']",585244,en,I Still Believe,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,20.563,/dqA2FCzz4OMmXLitKopzf476RVB.jpg,2020-03-12,I Still Believe,False,7.6,1172
1007,False,/1RDto0tLo8Fhq7OcwgDaM7nECb7.jpg,"['Crime', 'Drama', 'History']",398978,en,The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",38.506,/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,2019-11-01,The Irishman,False,7.598,6864
1008,False,/qJj3Qy19FzboB6BI0RSZ07bIDiT.jpg,"['Drama', 'War']",283587,en,Beasts of No Nation,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",17.969,/1D4vcJmJc58WXarpRtwgd2do9Rg.jpg,2015-09-11,Beasts of No Nation,False,7.6,1740
1009,False,/22l5YKpMHBeh0o4uHQ079Y19PPg.jpg,"['Romance', 'Drama']",222935,en,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",44.743,/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,2014-05-16,The Fault in Our Stars,False,7.598,11162
1010,False,/fSmCPURM80YLuXNvSmU6zoJ52ZN.jpg,['Drama'],29154,en,Stand and Deliver,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",13.472,/A9pfzwk02iNl6i9wyk8lNcBkvc.jpg,1988-03-11,Stand and Deliver,False,7.597,382
1011,False,/7en9qwF88VfxPXsN6azHmUxRBNy.jpg,"['Crime', 'Drama']",21575,fr,Un prophète,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",15.217,/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,2009-08-26,A Prophet,False,7.597,1534
1012,False,/hqvYI3HxnRaewrD6oZWJkzdZfPB.jpg,"['Comedy', 'Romance', 'Drama']",4951,en,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",65.726,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,1999-03-30,10 Things I Hate About You,False,7.6,8185
1013,False,/tPK1kSevALeVGPfDFv1pwyHnoJ9.jpg,"['Animation', 'Comedy', 'Family']",863,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",91.185,/yFWQkz2ynjwsazT6xQiIXEUsyuh.jpg,1999-10-30,Toy Story 2,False,7.6,13951
1014,False,/sAjxWqwNAYc7ylEyXN7oFI486oL.jpg,"['Animation', 'Family', 'Comedy']",589739,en,Hair Love,"When dad has to unexpectedly step in for mom to do his daughter Zuri’s hair before a big event, what seems like a simple task is anything but as these locks have a mind of their own!",6.65,/pm9uRa7031Z56unxNE8AqE8f2wg.jpg,2019-08-14,Hair Love,False,7.596,464
1015,False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"['Animation', 'Comedy', 'Family', 'Fantasy']",568124,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",103.484,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,2021-10-13,Encanto,False,7.596,9552
1016,False,/gEsBPNcGAuNBU5MGaOAlnm6uDe7.jpg,"['Romance', 'Drama', 'Music']",417261,en,Forever My Girl,"After being gone for a decade, a country star returns home to the love he left behind.",28.705,/bKqdggnIPeOI15VqtBZTkvh4hA9.jpg,2018-01-26,Forever My Girl,False,7.6,1215
1017,False,/lYfHa1AtkUMtplrKx7SRLHpwonW.jpg,"['Adventure', 'Fantasy', 'Horror']",244,en,King Kong,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",21.328,/lHlnxKL5GbgRibyRFI7n1Ey850i.jpg,1933-03-15,King Kong,False,7.6,1483
1018,False,/vooRKLGVvFRFmx9swcMh26uYZSf.jpg,"['Animation', 'Romance', 'Comedy', 'Drama', 'Fantasy']",530079,ja,きみと、波にのれたら,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love.",24.057,/byoY2stdullEcVjlaWs1ENXyrDm.jpg,2019-06-21,Ride Your Wave,False,7.595,331
1019,False,/uk9YSV4GT4iZ9FS5tOJCOmub8GQ.jpg,['Drama'],476968,en,"Paul, Apostle of Christ","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",22.959,/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,2018-03-23,"Paul, Apostle of Christ",False,7.6,359
1020,False,/yWs9QUP2kamsnfdV4cloxLM5RUw.jpg,"['Crime', 'Drama', 'Mystery']",3580,en,Changeling,"Los Angeles, 1928. When single mother Christine Collins leaves for work, her son vanishes without a trace. Five months later, the police reunite mother and son. But when Christine suspects that the boy returned to her isn't her child, her quest for truth exposes a world of corruption.",20.764,/iECXjFF8JkTnNJvik14WbPpc9s9.jpg,2008-10-24,Changeling,False,7.595,4172
1021,False,/6L1Co3uRWuoaqDxpWvGDvgXms7T.jpg,['Drama'],976,en,Sweet Smell of Success,"New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disapproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.",17.196,/4SzW8u7avVczndyR3UbU87ZpE0V.jpg,1957-07-04,Sweet Smell of Success,False,7.6,497
1022,False,/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg,"['Adventure', 'Action', 'Science Fiction']",333339,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",91.957,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,2018-03-28,Ready Player One,False,7.593,15746
1023,False,/z4k7b66jAHP8sQbEahxss6Ct8BW.jpg,"['Drama', 'Comedy', 'Romance']",61202,hi,ज़िन्दगी ना मिलेगी दोबारा,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",14.914,/hKO9O715wYxjkQSEv47giCYcyO8.jpg,2011-07-15,Zindagi Na Milegi Dobara,False,7.593,351
1024,False,/v5xXTpfMT5NpjQeDMNYNLflaiuA.jpg,"['Animation', 'Family']",13002,en,Barbie in the 12 Dancing Princesses,"King Randolph sends for his cousin, Duchess Rowena, to help turn his daughters, Princess Genevieve and her eleven sisters, into royal material. But the Duchess strips the sisters of their fun, including their favorite pastime: dancing. When all hope may be lost, the sisters discover a secret passageway to a magical land where they can dance the night away.",51.274,/yBB7PwXRFJ29U8m8SnTcWVizFvM.jpg,2006-09-19,Barbie in the 12 Dancing Princesses,False,7.593,1183
1025,False,/vHPCpnpOVnbH1Shpq8TQKwo6zJB.jpg,"['Western', 'Action']",11969,en,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",36.674,/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg,1993-12-25,Tombstone,False,7.6,2147
1026,False,/ccegwWa7I2vxxaoXrGB8Wl1g5nl.jpg,"['Action', 'Adventure', 'War']",1654,en,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",27.258,/tFWWsuhp22zJ6OG6QepJIiPUfeF.jpg,1967-06-15,The Dirty Dozen,False,7.6,1206
1027,False,/9qGWOflC5WNhaKk2UPYu55SjjNj.jpg,"['Crime', 'Thriller', 'Mystery']",678,en,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, California. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",14.459,/lnUK6Cg5ARM0qaq0B5SG20VAM0h.jpg,1947-11-25,Out of the Past,False,7.6,591
1028,False,/urzflyf41uySpgciGHdQzpcaMOY.jpg,"['Drama', 'Comedy', 'Music']",71,en,Billy Elliot,"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.",26.297,/nOr5diUZxphmAD3li9aiILyI28F.jpg,2000-09-28,Billy Elliot,False,7.6,3847
1029,False,/mTufDWFNNtm4hJzRQi5cxsO5Ar4.jpg,['Drama'],72213,en,Courageous,"Law enforcement officers Adam Mitchell, Nathan Hayes, and their partners stand up to the worst the streets have to offer with confidence and focus. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a newfound urgency help these dads draw closer to God... and to their children?",18.373,/hVRkbZRCoHtnfi0V9GFZ3uXjCNp.jpg,2011-09-30,Courageous,False,7.6,368
1030,False,/gXPtXbvI0nfLihu1dXgehAxsvm1.jpg,"['Drama', 'Thriller', 'Crime', 'Adventure']",1541,en,Thelma & Louise,"Taking a break from their dreary lives, close friends Thelma and Louise embark on a short weekend trip that ends in unforeseen incriminating circumstances. As fugitives, both women rediscover the strength of their bond and their newfound resilience.",32.731,/y66rxathLobXk7xaUgPr4etBkRN.jpg,1991-05-24,Thelma & Louise,False,7.591,3441
1031,False,/7bjaAcbrJDVvdF2Uew6rGp9Tp05.jpg,"['Drama', 'Comedy', 'War']",597922,en,The Greatest Beer Run Ever,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",28.979,/ggf37TpcKaxwguhvtNn6MQpyqBn.jpg,2022-09-23,The Greatest Beer Run Ever,False,7.59,747
1032,False,/a5NNxs0HA6CEEtCNCUDvOZiQqIK.jpg,['Drama'],42987,en,The Servant,Indolent aristocrat Tony employs competent Barrett as his manservant and all seems to be going well until Barrett persuades Tony to hire his sister as a live-in maid.,17.759,/pRa4og93BeOoMCt6oWuPCwu5Coo.jpg,1963-11-14,The Servant,False,7.6,339
1033,False,/vNrXoT45xscHY6AN4IGf44vHxVJ.jpg,"['Adventure', 'Fantasy', 'Drama']",14784,en,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",41.139,/g3RKh7Gp2lDUnXQ0ZXq7xpdwA9e.jpg,2008-01-03,The Fall,False,7.6,1321
1034,False,/2fswjyrY3GEzeoVn6mF8pNeNcgf.jpg,"['Drama', 'Fantasy', 'Romance']",4922,en,The Curious Case of Benjamin Button,"Born under unusual circumstances, Benjamin Button springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flits in and out of his life as she grows up to be a dancer. Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",64.662,/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,2008-12-25,The Curious Case of Benjamin Button,False,7.59,12870
1035,False,/z354BaTVzKj7E60WLzDoSmUuO4u.jpg,"['Drama', 'Action', 'War']",616,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",52.065,/lsasOSgYI85EHygtT5SvcxtZVYT.jpg,2003-12-05,The Last Samurai,False,7.6,6909
1036,False,/s9q3uNEjqHnLDgPX78Yfaoy8p1I.jpg,"['Adventure', 'Animation']",366170,ja,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,"Having faced each other on countless occasions, Yugi and Kaiba again put their pride and experience to the test in a duel that transcends dimensions.",19.455,/ti0CRprP9iSg9IDadTZ3TFnuczS.jpg,2016-04-23,Yu-Gi-Oh!: The Dark Side of Dimensions,False,7.6,433
1037,False,/8GvOQSjztqy3M2Oe9KzeSsxFYcO.jpg,"['Animation', 'Action', 'Science Fiction']",39324,ja,ドラゴンボールZ・絶望への反抗!!残された超戦士・悟飯とトランクス,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,29.416,/AfUkiiR0UKeiPXPgTx9bRO4snTB.jpg,1993-02-24,Dragon Ball Z: The History of Trunks,False,7.6,537
1038,False,/rhrBU761a5B4w7hhpA9og3fNBCH.jpg,['Drama'],8440,pt,Carandiru,"When a doctor decides to carry out an AIDS prevention program inside Latin America’s largest prison: the Casa de Detenção de São Paulo - Carandiru, he meets the future victims of one of the darkest days in Brazilian History when the State of São Paulo’s Military Police, with the excuse for law enforcement, shot to death 111 people. Based on real facts and on the book written by Dráuzio Varella.",11.152,/ehyHJTSGtCMzcleqp3L1DRfBkK2.jpg,2003-03-21,Carandiru,False,7.589,548
1039,False,/dLL90vskYFn1S89RZp5TUguK9wl.jpg,"['Drama', 'Crime']",4982,en,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.",51.715,/8sV6nWuKczuXRt0C6EWoXqJAj6G.jpg,2007-11-02,American Gangster,False,7.6,5488
1040,False,/3ejcvnHxMFfCbnFi736cXi1ChH1.jpg,['Drama'],4481,fr,Manon des sources,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",13.502,/1qpu6Zc1PSDL3UbDNIZJ6YuhJDW.jpg,1986-11-19,Manon of the Spring,False,7.589,511
1041,False,/mGJuQwMq1bEboaVTqQAK4p4zQvC.jpg,"['Action', 'Science Fiction', 'Adventure']",399566,en,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",78.503,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,2021-03-24,Godzilla vs. Kong,False,7.587,10047
