,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
1042,False,/6G2fLCVm9fiLyHvBrccq6GSe2ih.jpg,"['Action', 'Adventure', 'Science Fiction']",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",73.319,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,2017-10-02,Thor: Ragnarok,False,7.587,20876
1043,False,/lMWOcXVA62xnk1jSaz8iwrxVJR7.jpg,['Drama'],795514,en,The Fallout,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",43.743,/4ByHl9XRKR2iXbvF0ZilMRD1RcL.jpg,2021-03-17,The Fallout,False,7.6,1143
1044,False,/1fMD4KvZ4cR04aQo6hH6R5NdIH8.jpg,"['Mystery', 'Crime', 'Thriller']",910,en,The Big Sleep,"Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",20.38,/lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg,1946-08-23,The Big Sleep,False,7.6,1052
1045,False,/fZBQOScjDT8TAipEyCkLVeDTu5c.jpg,"['Comedy', 'Music', 'Drama']",707886,en,Feel the Beat,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",24.55,/Af2jt7m9GLFpR4V11xOsFmT8OKD.jpg,2020-06-19,Feel the Beat,False,7.586,1114
1046,False,/axPkGqRIgBAxTuJ10fW4VNutOS9.jpg,"['Drama', 'Western', 'Romance']",12501,en,The Big Country,"Retired wealthy sea captain Jim McKay arrives in the Old West, where he becomes embroiled in a feud between his future father-in-law, Major Terrill, and the rough and lawless Hannasseys over a valuable patch of land.",17.027,/aTjIUBmo7qbiu5FuvSoBA0UONWk.jpg,1958-09-30,The Big Country,False,7.6,353
1047,False,/viZs59bz8Iv78m0GJSQM0nusPzj.jpg,"['Crime', 'Drama']",10754,pl,Krótki film o zabijaniu,"Jacek climbs into the taxi driven by Waldemar, tells him to drive to a remote location, then brutally strangles him, seemingly without motive.",10.7,/x8zenootZTTB1iEdUQA9dnEuLqv.jpg,1988-03-11,A Short Film About Killing,False,7.6,356
1048,False,/qCU097AXMPAsmpVK4j9kzMTxt2d.jpg,"['Adventure', 'Fantasy', 'Family']",630,en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",80.486,/kqXwDmucP5jfNPBxuD1yB66fO2m.jpg,1939-08-15,The Wizard of Oz,False,7.6,5638
1049,False,/rknvDtxOe1uqLX0EFWLHIQxRXcJ.jpg,"['Drama', 'Romance']",64,es,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,18.268,/fWDbQlOWOqjR5jZm98KjGyYmUOw.jpg,2002-03-15,Talk to Her,False,7.586,1304
1050,False,/syKiIOqEoOi1Hb0Oh0n9cImcBab.jpg,"['Horror', 'Thriller']",756999,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",54.536,/p9ZUzCyy9wRTDuuQexkQ78R2BgF.jpg,2022-06-17,The Black Phone,False,7.585,4992
1051,False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",127.194,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,2009-12-15,Avatar,False,7.584,31784
1052,False,/6K74rGGGjKGrblGTa7S9yRcUtnF.jpg,"['Crime', 'Drama', 'Thriller']",586863,fr,Les Misérables,"Stéphane has recently joined the Anti-Crime Squad in Montfermeil, in the suburbs of Paris, France, where, Victor Hugo set his famed novel “Les Miserables”. Alongside his new colleagues Chris and Gwada - both experienced members of the team - he quickly discovers tensions running high between local gangs. When the trio finds themselves overrun during the course of an arrest, a drone captures the encounter, threatening to expose the reality of everyday life.",18.203,/pUc2ZaIxvPHROjT0Trd6tpSnTme.jpg,2019-11-14,Les Misérables,False,7.583,1507
1053,False,/v0rI995IpYNZQaqlIYBmodP0f82.jpg,"['Science Fiction', 'Drama']",244267,en,I Origins,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,24.639,/2P31jhd1dWUAPD8dmnSrwkQ8CNN.jpg,2014-07-18,I Origins,False,7.583,3230
1054,False,/9ly9pxGwiB6g5lIZXou2HKXl7ua.jpg,"['Drama', 'Thriller', 'Crime']",64690,en,Drive,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",43.971,/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,2011-09-15,Drive,False,7.581,12690
1055,False,/n4CvA50GBtIPrSqCl8nMNZCliYI.jpg,"['Drama', 'History']",7214,en,Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",39.417,/y3HOTTyM5nLsdUzXFtFCohG28qj.jpg,2005-01-14,Coach Carter,False,7.582,2978
1056,False,/uG1v9Hk1XKICd6IJChRR20mBh8i.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",431693,en,Spies in Disguise,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",32.111,/e7rWcrnuNej3JeVjqmRu0jVeRa4.jpg,2019-12-04,Spies in Disguise,False,7.6,2806
1057,False,/qMNmdJG0WFNXcI6hfZMQH0geHc5.jpg,"['Animation', 'Drama', 'Romance']",198375,ja,言の葉の庭,"Takao, who is training to become a shoemaker, skipped school and is sketching shoes in a Japanese-style garden. He meets a mysterious woman, Yukino, who is older than him. Then, without arranging the times, the two start to see each other again and again, but only on rainy days. They deepen their relationship and open up to each other. But the end of the rainy season soon approaches.",26.736,/mXUCVq3HMtS4Y9IQ8vmEOPyN0vH.jpg,2013-05-31,The Garden of Words,False,7.581,2019
1058,False,/7WdvQjsRorlIlI8itYb371ZUET1.jpg,['Drama'],28145,en,"They Shoot Horses, Don't They?","In the midst of the Great Depression, manipulative emcee Rocky enlists contestants for a dance marathon offering a $1,500 cash prize. Among them are a failed actress, a middle-aged sailor, a delusional blonde and a pregnant girl.",15.245,/7wVLBgriOQpT5RrufAFCdCSUp7M.jpg,1969-12-10,"They Shoot Horses, Don't They?",False,7.6,321
1059,False,/v23fWgJUEt8EMmvn19btIacxP8E.jpg,"['Romance', 'Fantasy', 'Animation']",3933,en,Corpse Bride,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",95.446,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,2005-09-12,Corpse Bride,False,7.581,9406
1060,False,/sT7f721Zvb9Feo11sbhvkk2JLHi.jpg,"['Drama', 'Thriller', 'Mystery']",54186,ja,告白,"Devastated at the death of her four-year-old daughter, a grieving middle school teacher is horrified to discover that her students aren't as innocent as she thinks.",18.679,/xQcnx6jMuPRCeidotgVy6YIls6p.jpg,2010-06-04,Confessions,False,7.58,891
1061,False,/pZVrDhIPF30JTRSkal2Lfk7NwrI.jpg,"['Drama', 'Horror', 'Thriller']",31417,fr,Les Yeux sans visage,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",17.648,/8y7Z9Gvcq52uOlJlUWyn2epGGRd.jpg,1960-01-11,Eyes Without a Face,False,7.576,734
1062,False,/7LPz7NEYtLXcV44j0kRLLkZ54yH.jpg,['Drama'],20108,fr,Au hasard Balthazar,"The story of a donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly.",13.803,/lkLO1HDzzaXpTXtAgnGpVqIQkvF.jpg,1966-05-25,Au Hasard Balthazar,False,7.6,454
1063,False,/oUceCsSe255ZKXCMsHhqXM1xuUp.jpg,['Drama'],8327,es,La montaña sagrada,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,38.139,/nvwbOcV3jJExT090Bb2m7fNjzTN.jpg,1973-11-29,The Holy Mountain,False,7.58,909
1064,False,/l7XRMURNroPYajcqLlWxyzUlucW.jpg,"['Action', 'Drama', 'History']",1579,en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",84.254,/v53H0HzSVXo59hyfcUKeZApLMvw.jpg,2006-12-07,Apocalypto,False,7.58,5605
1065,False,/5mct2hhoprq2dLTy7NHyGJNgaud.jpg,"['Drama', 'Comedy', 'Romance']",1544,en,Imagine Me & You,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",26.073,/gmb10CuW5EWgQOBkBY8lvtMi3dY.jpg,2006-01-27,Imagine Me & You,False,7.58,1026
1066,False,/1lVzpmCxVd7SNSswEIfFND4I2si.jpg,"['Comedy', 'Thriller']",596054,es,La odisea de los giles,"In a town in the Northwest of the province of Buenos Aires, a group of neighbors is organized to recover the economy of the area, but when the corralito is implemented in the country and they suffer a fraud, their hopes disappear. Now, they will unite to recover the lost money and give the blow of their lives to their greatest enemy.",10.91,/9MaAzW8sERDcIEYORE7jzeCew3P.jpg,2019-08-15,Heroic Losers,False,7.6,557
1067,False,/hN7P1raiwI0TiZwMkfRekXm26N2.jpg,"['Drama', 'Romance', 'Mystery', 'Crime']",17057,en,In a Lonely Place,"A screenwriter with a violent temper is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",11.494,/vdlCUR7hu7BI8JRl46n66PiG17k.jpg,1950-05-17,In a Lonely Place,False,7.579,588
1068,False,/yriYPLqyFqPW0QXaegT1KmWXk9a.jpg,"['Science Fiction', 'Thriller']",1954,en,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",42.526,/ea5iv7TWMh18fOKoRGgmtcg85Gx.jpg,2004-01-17,The Butterfly Effect,False,7.579,7578
1069,False,/cxULojvpOWYX8AUG5eJpTYS8IbX.jpg,"['Drama', 'Romance']",870,ja,ドールズ,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",10.597,/qBbrk4xKnhGHnYEPDkfqnoEIIU3.jpg,2002-10-12,Dolls,False,7.579,323
1070,False,/b0Xdh15XGZbKON9CbFVB5sTqrSJ.jpg,['Drama'],315846,ja,海街diary,"Three sisters live together in a large house in the city of Kamakura. When their father – absent from the family home for the last 15 years – dies, they travel to the countryside for his funeral, and meet their shy teenage half-sister. Bonding quickly with the orphaned Suzu, they invite her to live with them.",16.512,/x9A0AtEg5EEYbDGfP8NqH3C9w8M.jpg,2015-06-13,Our Little Sister,False,7.6,480
1071,False,/g0phljbAcccz7bkSZpFEPVLuIRP.jpg,"['Drama', 'Crime']",17058,en,Scarlet Street,"Cashier and part-time starving artist Christopher Cross is absolutely smitten with the beautiful Kitty March. Kitty plays along, but she's really only interested in Johnny, a two-bit crook. When Kitty and Johnny find out that art dealers are interested in Chris's work, they con him into letting Kitty take credit for the paintings. Cross allows it because he is in love with Kitty, but his love will only let her get away with so much.",17.331,/eGEDor1BWSQGaLtOntPHUSqNzRC.jpg,1945-12-25,Scarlet Street,False,7.6,385
1072,False,/9pUh1fC8TqVtYPeKpdfNyVK0qnn.jpg,['Drama'],12102,en,Kramer vs. Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",23.991,/6IVQjDTbr7pXx2AR8jovbYwpyiF.jpg,1979-12-07,Kramer vs. Kramer,False,7.6,2230
1073,False,/leehjwM57DKJ79XMUll4oAF0kin.jpg,['Comedy'],9377,en,Ferris Bueller's Day Off,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",37.498,/w7gDfRXdK8S8GKLvpVepFSLxVZv.jpg,1986-06-11,Ferris Bueller's Day Off,False,7.6,4926
1074,False,/6NaqvOx3XnmnYZjPRzLYdd8UzV3.jpg,"['War', 'Action', 'Drama']",9289,en,The Longest Day,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",19.688,/5zmvEofdIlgXrQl9A7e5IOzlnFU.jpg,1962-09-25,The Longest Day,False,7.577,942
1075,False,/a3ay4lYVIbgXY9QdWveWqtS1lVx.jpg,"['Drama', 'Mystery', 'Thriller']",489999,en,Searching,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",22.33,/yuAPCsCGJGSxA7YOW4elF5JNrzK.jpg,2018-08-24,Searching,False,7.6,3879
